"","age","marital","education","occupation","default","housing","contact","quarter","day","duration","campaign","pdays","previous","poutcome","y"
"6039",47,"divorced",1,0,"no","yes","telephone",0,2,313,1,999,0,"nonexistent","no"
"6040",53,"married",0,0,"no","yes","telephone",0,2,257,1,999,0,"nonexistent","no"
"6041",45,"married",0,0,"unknown","yes","telephone",0,2,243,2,999,0,"nonexistent","no"
"6042",47,"married",0,0,"no","yes","telephone",0,2,77,1,999,0,"nonexistent","no"
"6043",37,"single",2,1,"no","yes","telephone",0,2,114,1,999,0,"nonexistent","no"
"6044",41,"married",0,0,"no","no","telephone",0,2,73,2,999,0,"nonexistent","no"
"6045",32,"married",0,NA,"unknown","yes","telephone",0,2,290,1,999,0,"nonexistent","no"
"6046",48,"married",0,0,"unknown","no","telephone",0,2,86,1,999,0,"nonexistent","no"
"6047",26,"single",2,1,"no","no","telephone",0,2,126,1,999,0,"nonexistent","no"
"6048",31,"divorced",1,1,"no","yes","telephone",0,2,168,1,999,0,"nonexistent","no"
"6049",36,"single",1,0,"no","yes","telephone",0,2,188,1,999,0,"nonexistent","no"
"6050",46,"married",0,0,"no","no","telephone",0,2,106,2,999,0,"nonexistent","no"
"6051",50,"divorced",1,1,"no","no","telephone",0,2,45,1,999,0,"nonexistent","no"
"6052",45,"married",0,1,"no","yes","telephone",0,2,25,1,999,0,"nonexistent","no"
"6053",45,"married",0,1,"no","yes","telephone",0,2,114,1,999,0,"nonexistent","no"
"6054",33,"married",0,1,"unknown","no","telephone",0,2,82,1,999,0,"nonexistent","no"
"6055",29,"single",2,1,"no","yes","telephone",0,2,33,1,999,0,"nonexistent","no"
"6056",37,"married",0,0,"no","unknown","telephone",0,2,322,2,999,0,"nonexistent","no"
"6057",26,"single",2,1,"no","no","telephone",0,2,446,1,999,0,"nonexistent","no"
"6058",57,"married",0,1,"unknown","yes","telephone",0,2,122,1,999,0,"nonexistent","no"
"6059",45,"single",2,1,"no","yes","telephone",0,2,121,4,999,0,"nonexistent","no"
"6060",46,"divorced",1,0,"no","yes","telephone",0,2,78,1,999,0,"nonexistent","no"
"6061",39,"married",0,0,"unknown","no","telephone",0,2,70,2,999,0,"nonexistent","no"
"6062",37,"single",2,0,"no","yes","telephone",0,2,213,2,999,0,"nonexistent","no"
"6063",46,"married",0,0,"no","no","telephone",0,2,115,1,999,0,"nonexistent","no"
"6064",42,"divorced",2,1,"no","no","telephone",0,2,305,1,999,0,"nonexistent","no"
"6065",25,"single",0,1,"no","no","telephone",0,2,19,1,999,0,"nonexistent","no"
"6066",45,"single",0,0,"no","no","telephone",0,2,643,2,999,0,"nonexistent","no"
"6067",40,"single",1,1,"no","no","telephone",0,2,371,2,999,0,"nonexistent","no"
"6068",39,"married",2,1,"unknown","no","telephone",0,2,363,3,999,0,"nonexistent","no"
"6069",49,"married",0,0,"no","no","telephone",0,2,384,1,999,0,"nonexistent","no"
"6070",51,"single",2,1,"no","yes","telephone",0,2,492,2,999,0,"nonexistent","no"
"6071",43,"single",0,0,"unknown","no","telephone",0,2,222,2,999,0,"nonexistent","no"
"6072",35,"married",1,1,"no","no","telephone",0,2,144,1,999,0,"nonexistent","no"
"6073",46,"married",0,0,"unknown","no","telephone",0,2,426,2,999,0,"nonexistent","no"
"6074",32,"married",1,0,"no","no","telephone",0,2,181,1,999,0,"nonexistent","no"
"6075",30,"married",0,0,"unknown","no","telephone",0,2,39,7,999,0,"nonexistent","no"
"6076",29,"single",1,0,"no","yes","telephone",0,2,174,1,999,0,"nonexistent","no"
"6077",41,"divorced",1,1,"no","no","telephone",0,2,293,2,999,0,"nonexistent","no"
"6078",37,"married",1,1,"no","no","telephone",0,2,316,2,999,0,"nonexistent","no"
"6079",24,"married",0,0,"unknown","yes","telephone",0,2,151,1,999,0,"nonexistent","no"
"6080",38,"married",0,0,"unknown","no","telephone",0,2,132,1,999,0,"nonexistent","no"
"6081",27,"married",1,0,"unknown","yes","telephone",0,2,129,1,999,0,"nonexistent","no"
"6082",35,"married",0,0,"no","yes","telephone",0,2,106,1,999,0,"nonexistent","no"
"6083",28,"single",0,2,"unknown","yes","telephone",0,2,68,5,999,0,"nonexistent","no"
"6084",31,"divorced",0,0,"no","no","telephone",0,2,255,1,999,0,"nonexistent","no"
"6085",27,"married",0,0,"no","no","telephone",0,2,189,1,999,0,"nonexistent","no"
"6086",37,"married",2,1,"no","no","telephone",0,2,173,3,999,0,"nonexistent","no"
"6087",33,"divorced",1,1,"unknown","no","telephone",0,2,161,2,999,0,"nonexistent","no"
"6088",43,"married",0,0,"no","no","telephone",0,2,155,1,999,0,"nonexistent","no"
"6089",44,"married",0,0,"unknown","yes","telephone",0,2,72,1,999,0,"nonexistent","no"
"6090",43,"married",1,NA,"unknown","no","telephone",0,2,109,2,999,0,"nonexistent","no"
"6091",29,"single",0,1,"unknown","no","telephone",0,2,62,4,999,0,"nonexistent","no"
"6092",37,"single",2,0,"no","no","telephone",0,2,137,2,999,0,"nonexistent","no"
"6093",60,"married",2,NA,"no","no","telephone",0,2,310,1,999,0,"nonexistent","no"
"6094",37,"single",0,0,"unknown","no","telephone",0,2,195,2,999,0,"nonexistent","no"
"6095",51,"married",2,1,"no","yes","telephone",0,2,470,2,999,0,"nonexistent","no"
"6096",34,"married",1,0,"no","no","telephone",0,2,139,1,999,0,"nonexistent","no"
"6097",30,"divorced",2,1,"no","yes","telephone",0,2,169,1,999,0,"nonexistent","no"
"6098",36,"married",1,0,"no","no","telephone",0,2,223,1,999,0,"nonexistent","no"
"6099",36,"single",0,0,"unknown","no","telephone",0,2,201,2,999,0,"nonexistent","no"
"6100",34,"married",1,0,"no","yes","telephone",0,2,596,1,999,0,"nonexistent","no"
"6101",37,"married",2,1,"no","no","telephone",0,2,253,16,999,0,"nonexistent","no"
"6102",38,"single",2,1,"no","no","telephone",0,2,600,2,999,0,"nonexistent","no"
"6103",55,"married",1,0,"no","yes","telephone",0,2,133,1,999,0,"nonexistent","no"
"6104",49,"married",1,NA,"unknown","yes","telephone",0,2,43,1,999,0,"nonexistent","no"
"6105",47,"married",1,1,"no","no","telephone",0,2,731,3,999,0,"nonexistent","yes"
"6106",31,"single",2,1,"no","yes","telephone",0,2,659,4,999,0,"nonexistent","no"
"6107",56,"married",0,2,"no","yes","telephone",0,2,112,1,999,0,"nonexistent","no"
"6108",35,"divorced",2,1,"no","no","telephone",0,2,124,1,999,0,"nonexistent","no"
"6109",34,"married",0,0,"unknown","no","telephone",0,2,59,1,999,0,"nonexistent","no"
"6110",29,"married",2,1,"unknown","yes","telephone",0,2,121,1,999,0,"nonexistent","no"
"6111",57,"married",0,0,"unknown","no","telephone",0,2,98,1,999,0,"nonexistent","no"
"6112",48,"married",0,1,"no","no","telephone",0,2,175,1,999,0,"nonexistent","no"
"6113",53,"married",2,1,"no","no","telephone",0,2,202,1,999,0,"nonexistent","no"
"6114",37,"married",1,1,"no","no","telephone",0,2,185,1,999,0,"nonexistent","no"
"6115",30,"married",0,0,"no","yes","telephone",0,2,170,1,999,0,"nonexistent","no"
"6116",47,"single",0,0,"no","no","telephone",0,2,184,1,999,0,"nonexistent","no"
"6117",26,"married",0,1,"no","no","telephone",0,2,261,1,999,0,"nonexistent","no"
"6118",33,"married",1,1,"no","yes","telephone",0,2,103,1,999,0,"nonexistent","no"
"6119",43,"married",1,0,"unknown","yes","telephone",0,2,190,1,999,0,"nonexistent","no"
"6120",29,"single",NA,0,"no","no","telephone",0,2,198,1,999,0,"nonexistent","no"
"6121",22,"single",0,0,"no","no","telephone",0,2,170,1,999,0,"nonexistent","no"
"6122",51,"married",2,2,"no","yes","telephone",0,2,235,5,999,0,"nonexistent","no"
"6123",45,"married",0,1,"unknown","no","telephone",0,2,166,2,999,0,"nonexistent","no"
"6124",29,"single",2,1,"no","no","telephone",0,2,169,2,999,0,"nonexistent","no"
"6125",31,"married",1,0,"no","yes","telephone",0,2,125,1,999,0,"nonexistent","no"
"6126",47,"married",2,1,"unknown","yes","telephone",0,2,272,3,999,0,"nonexistent","no"
"6127",48,"married",0,2,"no","yes","telephone",0,2,265,2,999,0,"nonexistent","no"
"6128",38,"married",2,1,"no","yes","telephone",0,2,233,2,999,0,"nonexistent","no"
"6129",50,"single",0,0,"unknown","yes","telephone",0,2,307,2,999,0,"nonexistent","no"
"6130",31,"married",1,1,"no","yes","telephone",0,2,246,1,999,0,"nonexistent","no"
"6131",27,"divorced",1,1,"no","no","telephone",0,2,290,4,999,0,"nonexistent","no"
"6132",39,"married",0,0,"unknown","no","telephone",0,2,56,2,999,0,"nonexistent","no"
"6133",35,"married",0,1,"no","no","telephone",0,2,259,1,999,0,"nonexistent","no"
"6134",28,"married",1,1,"unknown","no","telephone",0,2,375,1,999,0,"nonexistent","no"
"6135",34,"single",2,1,"no","no","telephone",0,2,290,1,999,0,"nonexistent","no"
"6136",30,"married",0,1,"no","no","telephone",0,2,148,3,999,0,"nonexistent","no"
"6137",38,"single",0,0,"no","yes","telephone",0,2,174,1,999,0,"nonexistent","no"
"6138",29,"married",0,1,"unknown","yes","telephone",0,2,32,1,999,0,"nonexistent","no"
"6139",35,"divorced",0,0,"unknown","no","telephone",0,2,521,1,999,0,"nonexistent","no"
"6140",32,"divorced",0,0,"no","no","telephone",0,2,537,9,999,0,"nonexistent","no"
"6141",33,"married",2,1,"no","yes","telephone",0,2,316,1,999,0,"nonexistent","no"
"6142",50,"single",1,0,"unknown","no","telephone",0,2,332,1,999,0,"nonexistent","no"
"6143",57,"divorced",2,1,"no","no","telephone",0,2,35,1,999,0,"nonexistent","no"
"6144",31,"married",0,0,"no","no","telephone",0,2,935,1,999,0,"nonexistent","yes"
"6145",37,"single",2,1,"no","yes","telephone",0,2,173,1,999,0,"nonexistent","no"
"6146",37,"single",2,1,"no","no","telephone",0,2,144,1,999,0,"nonexistent","no"
"6147",42,"divorced",0,1,"no","no","telephone",0,2,474,1,999,0,"nonexistent","no"
"6148",39,"married",0,0,"unknown","yes","telephone",0,2,395,2,999,0,"nonexistent","no"
"6149",52,"divorced",2,1,"no","no","telephone",0,2,313,1,999,0,"nonexistent","no"
"6150",33,"single",2,1,"no","no","telephone",0,2,147,1,999,0,"nonexistent","no"
"6151",60,"married",2,1,"unknown","no","telephone",0,2,123,2,999,0,"nonexistent","no"
"6152",27,"married",2,0,"no","no","telephone",0,2,395,2,999,0,"nonexistent","no"
"6153",35,"married",0,0,"no","yes","telephone",0,2,93,10,999,0,"nonexistent","no"
"6154",29,"single",2,1,"no","no","telephone",0,2,166,9,999,0,"nonexistent","no"
"6155",31,"single",1,0,"no","yes","telephone",0,2,410,1,999,0,"nonexistent","no"
"6156",53,"married",0,0,"unknown","no","telephone",0,2,755,1,999,0,"nonexistent","no"
"6157",26,"married",2,1,"no","no","telephone",0,2,139,2,999,0,"nonexistent","no"
"6158",38,"married",1,1,"no","unknown","telephone",0,2,145,2,999,0,"nonexistent","no"
"6159",49,"married",0,0,"no","no","telephone",0,2,95,1,999,0,"nonexistent","no"
"6160",35,"married",2,1,"no","no","telephone",0,2,211,1,999,0,"nonexistent","no"
"6161",55,"divorced",1,2,"unknown","yes","telephone",0,2,193,1,999,0,"nonexistent","no"
"6162",44,"single",0,NA,"unknown","yes","telephone",0,2,88,1,999,0,"nonexistent","no"
"6163",37,"married",2,0,"no","no","telephone",0,2,318,1,999,0,"nonexistent","no"
"6164",39,"single",0,2,"unknown","yes","telephone",0,2,405,1,999,0,"nonexistent","no"
"6165",39,"single",2,1,"no","yes","telephone",0,2,751,1,999,0,"nonexistent","yes"
"6166",34,"married",1,1,"no","yes","telephone",0,2,207,1,999,0,"nonexistent","no"
"6167",29,"married",1,0,"no","yes","telephone",0,2,95,4,999,0,"nonexistent","no"
"6168",52,"married",0,0,"no","yes","telephone",0,2,319,1,999,0,"nonexistent","no"
"6169",44,"married",0,0,"unknown","no","telephone",0,2,272,2,999,0,"nonexistent","no"
"6170",55,"married",2,1,"unknown","no","telephone",0,2,142,2,999,0,"nonexistent","no"
"6171",53,"single",0,1,"no","yes","telephone",0,2,27,1,999,0,"nonexistent","no"
"6172",32,"single",2,1,"no","no","telephone",0,2,237,2,999,0,"nonexistent","no"
"6173",43,"married",0,0,"unknown","yes","telephone",0,2,193,1,999,0,"nonexistent","no"
"6174",46,"married",0,0,"no","yes","telephone",0,2,129,2,999,0,"nonexistent","no"
"6175",52,"divorced",2,1,"no","no","telephone",0,2,116,3,999,0,"nonexistent","no"
"6176",48,"married",0,0,"no","yes","telephone",0,2,99,1,999,0,"nonexistent","no"
"6177",37,"married",2,1,"unknown","no","telephone",0,2,345,1,999,0,"nonexistent","no"
"6178",32,"married",2,0,"no","no","telephone",0,2,151,1,999,0,"nonexistent","no"
"6179",46,"divorced",2,1,"no","yes","telephone",0,2,376,2,999,0,"nonexistent","no"
"6180",28,"married",1,0,"no","yes","telephone",0,2,485,1,999,0,"nonexistent","no"
"6181",31,"married",2,1,"no","yes","telephone",0,2,99,1,999,0,"nonexistent","no"
"6182",32,"married",0,0,"unknown","no","telephone",0,2,210,2,999,0,"nonexistent","no"
"6183",44,"married",NA,1,"no","no","telephone",0,2,277,1,999,0,"nonexistent","no"
"6184",39,"married",1,0,"unknown","no","telephone",0,2,326,2,999,0,"nonexistent","no"
"6185",29,"single",2,0,"no","no","telephone",0,2,305,2,999,0,"nonexistent","no"
"6186",30,"married",1,0,"unknown","yes","telephone",0,2,320,1,999,0,"nonexistent","no"
"6187",30,"married",0,1,"no","yes","telephone",0,2,298,1,999,0,"nonexistent","no"
"6188",39,"married",2,1,"no","no","telephone",0,2,125,1,999,0,"nonexistent","no"
"6189",55,"married",1,1,"no","no","telephone",0,2,219,1,999,0,"nonexistent","no"
"6190",28,"single",0,0,"no","no","telephone",0,2,222,1,999,0,"nonexistent","no"
"6191",52,"married",0,0,"no","no","telephone",0,2,513,1,999,0,"nonexistent","no"
"6192",38,"married",2,0,"no","yes","telephone",0,2,321,1,999,0,"nonexistent","no"
"6193",34,"married",1,0,"unknown","no","telephone",0,2,355,1,999,0,"nonexistent","no"
"6194",22,"married",1,1,"no","no","telephone",0,2,240,2,999,0,"nonexistent","no"
"6195",31,"divorced",1,1,"no","yes","telephone",0,2,383,2,999,0,"nonexistent","no"
"6196",31,"married",0,0,"no","no","telephone",0,2,301,1,999,0,"nonexistent","no"
"6197",33,"married",2,1,"no","no","telephone",0,2,367,5,999,0,"nonexistent","no"
"6198",31,"married",2,1,"no","no","telephone",0,2,179,3,999,0,"nonexistent","no"
"6199",34,"single",1,0,"no","no","telephone",0,2,160,1,999,0,"nonexistent","no"
"6200",30,"married",2,1,"no","yes","telephone",0,2,177,2,999,0,"nonexistent","no"
"6201",29,"married",1,1,"no","yes","telephone",0,2,181,1,999,0,"nonexistent","no"
"6202",50,"married",0,0,"no","no","telephone",0,2,377,1,999,0,"nonexistent","no"
"6203",39,"married",0,0,"no","yes","telephone",0,2,240,6,999,0,"nonexistent","no"
"6204",36,"married",1,0,"no","no","telephone",0,2,1590,2,999,0,"nonexistent","no"
"6205",35,"married",0,0,"no","yes","telephone",0,2,125,4,999,0,"nonexistent","no"
"6206",31,"single",2,1,"unknown","yes","telephone",0,2,174,2,999,0,"nonexistent","no"
"6207",28,"single",2,1,"no","no","telephone",0,2,518,2,999,0,"nonexistent","no"
"6208",38,"single",1,0,"no","no","telephone",0,2,280,3,999,0,"nonexistent","no"
"6209",47,"married",1,0,"unknown","no","telephone",0,2,269,2,999,0,"nonexistent","no"
"6210",30,"single",1,0,"no","yes","telephone",0,2,394,1,999,0,"nonexistent","no"
"6211",52,"married",2,1,"no","yes","telephone",0,2,280,1,999,0,"nonexistent","no"
"6212",58,"married",0,1,"unknown","no","telephone",0,2,228,1,999,0,"nonexistent","no"
"6213",28,"married",0,0,"no","yes","telephone",0,2,312,2,999,0,"nonexistent","no"
"6214",52,"married",2,1,"no","yes","telephone",0,2,709,1,999,0,"nonexistent","yes"
"6215",45,"divorced",0,0,"no","no","telephone",0,2,78,2,999,0,"nonexistent","no"
"6216",31,"married",0,0,"no","no","telephone",0,2,33,6,999,0,"nonexistent","no"
"6217",28,"single",0,0,"no","yes","telephone",0,2,212,2,999,0,"nonexistent","no"
"6218",34,"married",0,0,"unknown","no","telephone",0,2,107,2,999,0,"nonexistent","no"
"6219",48,"married",1,0,"unknown","yes","telephone",0,2,299,1,999,0,"nonexistent","no"
"6220",33,"married",0,1,"no","yes","telephone",0,2,140,2,999,0,"nonexistent","no"
"6221",38,"single",2,1,"no","no","telephone",0,2,574,5,999,0,"nonexistent","no"
"6222",37,"divorced",1,1,"no","no","telephone",0,2,182,1,999,0,"nonexistent","no"
"6223",36,"married",1,0,"unknown","no","telephone",0,2,318,3,999,0,"nonexistent","no"
"6224",30,"married",0,1,"no","yes","telephone",0,2,68,9,999,0,"nonexistent","no"
"6225",59,"married",2,1,"unknown","yes","telephone",0,2,217,2,999,0,"nonexistent","no"
"6226",40,"married",0,0,"unknown","yes","telephone",0,2,211,1,999,0,"nonexistent","no"
"6227",60,"married",2,2,"unknown","yes","telephone",0,2,245,2,999,0,"nonexistent","no"
"6228",36,"single",2,1,"no","no","telephone",0,2,363,2,999,0,"nonexistent","no"
"6229",50,"married",1,0,"no","yes","telephone",0,2,347,1,999,0,"nonexistent","no"
"6230",38,"married",1,0,"no","yes","telephone",0,2,392,3,999,0,"nonexistent","no"
"6231",42,"married",1,0,"no","yes","telephone",0,2,137,2,999,0,"nonexistent","no"
"6232",37,"single",2,1,"no","yes","telephone",0,2,749,2,999,0,"nonexistent","no"
"6233",28,"married",1,0,"no","no","telephone",0,2,498,1,999,0,"nonexistent","no"
"6234",32,"married",1,0,"no","yes","telephone",0,2,570,1,999,0,"nonexistent","no"
"6235",49,"divorced",1,1,"no","yes","telephone",0,2,142,1,999,0,"nonexistent","no"
"6236",32,"married",1,0,"unknown","no","telephone",0,2,172,1,999,0,"nonexistent","no"
"6237",44,"married",2,0,"no","no","telephone",0,2,64,1,999,0,"nonexistent","no"
"6238",34,"married",0,NA,"unknown","yes","telephone",0,2,267,1,999,0,"nonexistent","no"
"6239",40,"married",2,2,"no","no","telephone",0,2,140,1,999,0,"nonexistent","no"
"6240",42,"married",1,1,"no","yes","telephone",0,2,453,1,999,0,"nonexistent","no"
"6241",31,"single",2,1,"no","yes","telephone",0,2,198,1,999,0,"nonexistent","no"
"6242",25,"married",NA,1,"no","no","telephone",0,2,389,1,999,0,"nonexistent","no"
"6243",54,"married",0,1,"no","no","telephone",0,2,120,2,999,0,"nonexistent","no"
"6244",35,"married",1,0,"unknown","yes","telephone",0,2,146,8,999,0,"nonexistent","no"
"6245",49,"married",0,0,"unknown","no","telephone",0,2,27,1,999,0,"nonexistent","no"
"6246",34,"single",2,1,"no","yes","telephone",0,2,40,3,999,0,"nonexistent","no"
"6247",53,"married",2,1,"no","yes","telephone",0,2,92,2,999,0,"nonexistent","no"
"6248",27,"single",2,1,"no","yes","telephone",0,2,324,3,999,0,"nonexistent","no"
"6249",57,"divorced",1,1,"no","no","telephone",0,2,436,1,999,0,"nonexistent","no"
"6250",32,"married",0,0,"no","no","telephone",0,2,59,4,999,0,"nonexistent","no"
"6251",38,"single",0,0,"no","unknown","telephone",0,2,100,2,999,0,"nonexistent","no"
"6252",39,"married",1,1,"no","yes","telephone",0,2,0,4,999,0,"nonexistent","no"
"6253",36,"married",0,0,"no","yes","telephone",0,2,93,2,999,0,"nonexistent","no"
"6254",38,"single",1,0,"no","no","telephone",0,2,364,2,999,0,"nonexistent","no"
"6255",50,"married",2,0,"unknown","no","telephone",0,2,111,3,999,0,"nonexistent","no"
"6256",28,"single",1,0,"no","yes","telephone",0,2,466,2,999,0,"nonexistent","no"
"6257",26,"married",2,1,"no","yes","telephone",0,2,345,2,999,0,"nonexistent","no"
"6258",34,"married",0,0,"unknown","no","telephone",0,2,294,2,999,0,"nonexistent","no"
"6259",53,"married",NA,1,"no","yes","telephone",0,2,241,2,999,0,"nonexistent","no"
"6260",45,"divorced",0,1,"no","no","telephone",0,2,233,2,999,0,"nonexistent","no"
"6261",50,"married",0,0,"no","yes","telephone",0,2,149,2,999,0,"nonexistent","no"
"6262",46,"divorced",2,1,"no","yes","telephone",0,2,304,2,999,0,"nonexistent","no"
"6263",35,"married",1,0,"no","yes","telephone",0,2,134,2,999,0,"nonexistent","no"
"6264",34,"married",0,0,"no","yes","telephone",0,2,355,2,999,0,"nonexistent","no"
"6265",35,"single",2,1,"no","yes","telephone",0,2,953,3,999,0,"nonexistent","no"
"6266",58,"married",2,2,"unknown","no","telephone",0,2,427,2,999,0,"nonexistent","no"
"6267",34,"married",0,0,"no","no","telephone",0,2,100,2,999,0,"nonexistent","no"
"6268",24,"single",2,2,"no","no","telephone",0,2,121,2,999,0,"nonexistent","no"
"6269",26,"single",0,0,"no","yes","telephone",0,2,22,2,999,0,"nonexistent","no"
"6270",38,"married",2,1,"unknown","no","telephone",0,2,477,11,999,0,"nonexistent","no"
"6271",39,"married",0,0,"unknown","yes","telephone",0,2,30,8,999,0,"nonexistent","no"
"6272",52,"married",2,1,"unknown","yes","telephone",0,2,160,3,999,0,"nonexistent","no"
"6273",52,"divorced",2,1,"no","no","telephone",0,2,136,2,999,0,"nonexistent","no"
"6274",37,"married",2,0,"no","no","telephone",0,2,305,2,999,0,"nonexistent","no"
"6275",37,"married",0,0,"unknown","no","telephone",0,2,123,1,999,0,"nonexistent","no"
"6276",29,"married",1,0,"unknown","no","telephone",0,2,103,2,999,0,"nonexistent","no"
"6277",37,"married",2,1,"no","yes","telephone",0,2,8,2,999,0,"nonexistent","no"
"6278",36,"single",0,2,"unknown","yes","telephone",0,2,267,1,999,0,"nonexistent","no"
"6279",39,"married",1,0,"unknown","yes","telephone",0,2,399,2,999,0,"nonexistent","no"
"6280",43,"married",1,1,"no","no","telephone",0,2,315,2,999,0,"nonexistent","no"
"6281",30,"married",0,1,"no","no","telephone",0,2,3094,2,999,0,"nonexistent","yes"
"6282",29,"married",2,1,"no","no","telephone",0,2,64,1,999,0,"nonexistent","no"
"6283",34,"single",2,1,"no","no","telephone",0,2,3,1,999,0,"nonexistent","no"
"6284",51,"divorced",2,1,"no","no","telephone",0,2,269,10,999,0,"nonexistent","no"
"6285",48,"divorced",2,1,"no","yes","telephone",0,2,159,5,999,0,"nonexistent","no"
"6286",46,"single",1,1,"unknown","yes","telephone",0,2,182,3,999,0,"nonexistent","no"
"6287",37,"single",0,0,"no","yes","telephone",0,2,185,2,999,0,"nonexistent","no"
"6288",42,"single",1,1,"no","no","telephone",0,2,359,6,999,0,"nonexistent","no"
"6289",40,"married",0,0,"no","no","telephone",0,2,89,2,999,0,"nonexistent","no"
"6290",37,"married",NA,1,"no","yes","telephone",0,2,220,2,999,0,"nonexistent","no"
"6291",30,"married",0,0,"no","no","telephone",0,2,179,5,999,0,"nonexistent","no"
"6292",46,"married",2,1,"no","yes","telephone",0,2,151,5,999,0,"nonexistent","no"
"6293",47,"married",0,0,"unknown","unknown","telephone",0,2,66,2,999,0,"nonexistent","no"
"6294",60,"divorced",0,2,"unknown","yes","telephone",0,2,135,5,999,0,"nonexistent","no"
"6295",31,"married",1,0,"no","no","telephone",0,2,166,2,999,0,"nonexistent","no"
"6296",43,"married",1,1,"no","no","telephone",0,2,132,6,999,0,"nonexistent","no"
"6297",38,"married",2,1,"no","no","telephone",0,2,141,3,999,0,"nonexistent","no"
"6298",57,"single",0,1,"no","yes","telephone",0,2,265,2,999,0,"nonexistent","no"
"6299",43,"married",0,0,"unknown","no","telephone",0,2,87,3,999,0,"nonexistent","no"
"6300",55,"married",0,1,"no","yes","telephone",0,2,452,2,999,0,"nonexistent","no"
"6301",48,"divorced",1,1,"no","no","telephone",0,2,62,2,999,0,"nonexistent","no"
"6302",41,"married",2,1,"no","no","telephone",0,2,348,2,999,0,"nonexistent","no"
"6303",30,"married",1,1,"no","yes","telephone",0,2,354,3,999,0,"nonexistent","no"
"6304",38,"married",2,1,"unknown","yes","telephone",0,2,153,2,999,0,"nonexistent","no"
"6305",32,"single",1,1,"no","yes","telephone",0,2,54,4,999,0,"nonexistent","no"
"6306",42,"married",0,1,"unknown","yes","telephone",0,2,89,5,999,0,"nonexistent","no"
"6307",34,"married",2,1,"no","yes","telephone",0,2,132,3,999,0,"nonexistent","no"
"6308",35,"married",0,0,"unknown","no","telephone",0,2,580,2,999,0,"nonexistent","no"
"6309",45,"married",2,1,"unknown","yes","telephone",0,2,99,6,999,0,"nonexistent","no"
"6310",35,"married",0,1,"no","no","telephone",0,2,34,3,999,0,"nonexistent","no"
"6311",41,"divorced",1,1,"no","no","telephone",0,2,72,3,999,0,"nonexistent","no"
"6312",34,"married",2,1,"no","yes","telephone",0,2,99,2,999,0,"nonexistent","no"
"6313",53,"married",0,0,"no","unknown","telephone",0,2,175,5,999,0,"nonexistent","no"
"6314",57,"married",2,1,"no","yes","telephone",0,2,290,2,999,0,"nonexistent","no"
"6315",55,"married",1,2,"no","yes","telephone",0,2,591,5,999,0,"nonexistent","no"
"6316",52,"married",0,0,"no","yes","telephone",0,2,336,10,999,0,"nonexistent","no"
"6317",30,"divorced",0,0,"no","no","telephone",0,2,29,2,999,0,"nonexistent","no"
"6318",41,"single",2,1,"no","no","telephone",0,2,266,4,999,0,"nonexistent","no"
"6319",44,"married",NA,1,"no","no","telephone",0,2,45,2,999,0,"nonexistent","no"
"6320",37,"married",0,0,"no","no","telephone",0,2,298,3,999,0,"nonexistent","no"
"6321",31,"married",1,1,"no","no","telephone",0,2,1043,2,999,0,"nonexistent","no"
"6322",30,"married",2,1,"no","yes","telephone",0,2,83,3,999,0,"nonexistent","no"
"6323",24,"single",0,0,"no","no","telephone",0,2,282,2,999,0,"nonexistent","no"
"6324",31,"single",1,0,"no","no","telephone",0,2,209,2,999,0,"nonexistent","no"
"6325",38,"married",0,0,"no","yes","telephone",0,2,106,2,999,0,"nonexistent","no"
"6326",25,"single",1,1,"no","yes","telephone",0,2,157,2,999,0,"nonexistent","no"
"6327",39,"divorced",2,1,"no","yes","telephone",0,2,197,2,999,0,"nonexistent","no"
"6328",46,"married",0,NA,"unknown","no","telephone",0,2,257,2,999,0,"nonexistent","no"
"6329",42,"married",2,1,"unknown","no","telephone",0,2,42,4,999,0,"nonexistent","no"
"6330",33,"single",2,1,"no","yes","telephone",0,2,319,5,999,0,"nonexistent","no"
"6331",28,"married",2,1,"no","no","telephone",0,2,371,2,999,0,"nonexistent","no"
"6332",40,"married",0,0,"no","yes","telephone",0,2,383,3,999,0,"nonexistent","no"
"6333",33,"divorced",1,1,"no","yes","telephone",0,2,110,2,999,0,"nonexistent","no"
"6334",48,"divorced",0,0,"unknown","no","telephone",0,2,88,2,999,0,"nonexistent","no"
"6335",41,"married",0,1,"no","no","telephone",0,2,97,5,999,0,"nonexistent","no"
"6336",37,"married",0,0,"unknown","no","telephone",0,2,335,3,999,0,"nonexistent","no"
"6337",39,"married",2,1,"no","no","telephone",0,2,15,10,999,0,"nonexistent","no"
"6338",28,"single",0,1,"no","yes","telephone",0,2,4,4,999,0,"nonexistent","no"
"6339",55,"married",1,1,"unknown","no","telephone",0,2,5,3,999,0,"nonexistent","no"
"6340",50,"married",1,1,"unknown","no","telephone",0,2,178,3,999,0,"nonexistent","no"
"6341",31,"married",0,1,"no","yes","telephone",0,2,256,5,999,0,"nonexistent","no"
"6342",40,"married",2,1,"unknown","yes","telephone",0,2,284,1,999,0,"nonexistent","no"
"6343",40,"married",2,1,"unknown","yes","telephone",0,2,264,1,999,0,"nonexistent","no"
"6344",32,"single",1,0,"no","yes","telephone",0,2,124,2,999,0,"nonexistent","no"
"6345",39,"married",2,1,"no","yes","telephone",0,2,239,1,999,0,"nonexistent","no"
